1,0 ,5 ,0 ,-196 ,168 ,17588,0,0,0
2,0 ,5 ,0 ,-200 ,232 ,17556,0,0,0
3,0 ,5 ,0 ,-280 ,232 ,17560,0,0,0
4,0 ,5 ,0 ,-272 ,216 ,17652,0,0,0
5,0 ,5 ,0 ,-220 ,160 ,17492,0,0,0
6,0 ,5 ,0 ,-196 ,168 ,17588,0,0,0
7,0 ,5 ,0 ,-200 ,232 ,17556,0,0,0
8,0 ,5 ,0 ,-280 ,232 ,17560,0,0,0
9,0 ,5 ,0 ,-196 ,224 ,17660,0,0,0
10,0 ,5 ,0 ,-164 ,200 ,17656,0,0,0
11,0 ,5 ,0 ,-212 ,160 ,17672,0,0,0
12,0 ,5 ,0 ,-224 ,148 ,17632,0,0,0
13,0 ,5 ,0 ,-236 ,196 ,17556,0,0,0
14,0 ,5 ,0 ,-316 ,156 ,17544,0,0,0
15,0 ,5 ,0 ,-236 ,172 ,17664,0,0,0
16,0 ,5 ,0 ,-220 ,76 ,17736,0,0,0
17,0 ,5 ,0 ,-244 ,116 ,17584,0,0,0
18,0 ,5 ,0 ,-236 ,176 ,17516,0,0,0
19,0 ,5 ,0 ,-228 ,148 ,17652,0,0,0
20,0 ,5 ,0 ,-188 ,96 ,17608,0,0,0
21,0 ,5 ,0 ,-276 ,160 ,17596,0,0,0
22,0 ,5 ,0 ,-256 ,144 ,17664,0,0,0
23,0 ,5 ,0 ,-216 ,140 ,17660,0,0,0
24,0 ,5 ,0 ,-184 ,144 ,17680,0,0,0
25,0 ,5 ,0 ,-228 ,152 ,17668,0,0,0
26,0 ,5 ,0 ,-288 ,192 ,17760,0,0,0
27,0 ,5 ,0 ,-244 ,152 ,17616,0,0,0
28,0 ,5 ,0 ,-244 ,128 ,17668,0,0,0
29,0 ,5 ,0 ,-204 ,160 ,17720,0,0,0
30,0 ,5 ,0 ,-184 ,184 ,17528,0,0,0
31,0 ,5 ,0 ,-240 ,144 ,17532,0,0,0
32,0 ,5 ,0 ,-232 ,200 ,17636,0,0,0
33,0 ,5 ,0 ,-260 ,168 ,17680,0,0,0
34,0 ,5 ,0 ,-144 ,216 ,17696,0,0,0
35,0 ,5 ,0 ,-212 ,124 ,17560,0,0,0
36,0 ,5 ,0 ,52 ,220 ,17360,0,0,0
37,0 ,6 ,0 ,-36 ,748 ,16068,0,0,0
38,0 ,5 ,0 ,-568 ,48 ,17824,0,0,0
39,0 ,3 ,0 ,-76 ,24 ,20164,0,0,0
40,0 ,2 ,0 ,0 ,8 ,19056,0,0,0
41,-1 ,7 ,0 ,-232 ,308 ,14884,0,0,0
42,0 ,10 ,0 ,-864 ,336 ,15316,0,0,0
43,0 ,6 ,0 ,-364 ,156 ,18380,0,0,0
44,0 ,1 ,0 ,-80 ,256 ,19784,0,0,0
45,0 ,1 ,0 ,80 ,248 ,18056,0,0,0
46,0 ,5 ,0 ,-160 ,224 ,16016,0,0,0
47,0 ,7 ,0 ,-200 ,132 ,16952,0,0,0
48,0 ,6 ,0 ,-372 ,336 ,18748,0,0,0
49,0 ,4 ,0 ,-60 ,28 ,18856,0,0,0
50,0 ,5 ,0 ,-108 ,200 ,17120,0,0,0
51,0 ,6 ,0 ,-408 ,144 ,15948,0,0,0
52,0 ,5 ,0 ,-348 ,324 ,17660,0,0,0
